Unique ID;Brand Name;Model Name;Model Number;Type;U  Processor Brand;U  Processor Name;U  Operating System Name;U  Base Processor Speed Per Core (GHz);U  Physical CPU Cores (count);U  System Memory (GB);WLAN Capability;Ethernet Capability?;Bluetooth Capability;Bluetooth Capability__1;U  Gigabit Ethernet Ports (count);U  Installed System Memory RAM (GB);U  Integrated Display Resolution (megapixels);U  Integrated Display Viewable Screen Area (sq in);U  Number of Storage Drives;;U  Storage Technology
2329318;HP;HP EliteOne 1000 G1 34-in Curved AiO ();EliteOne 1000 G1 34-in Curved AiO;Integrated Desktop;Intel;i7-7700;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;4,95;415,05;2;Conventional;Solid State Drive,Other
2329317;HP;HP Z238 Microtower Workstation ;Z238;Desktop;Intel;E3-1225 v5;Windows 7;3,3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;NA;Hard Disk Drive
2329315;HP;HP EliteDesk 705 G3 SFF Business PC ();EliteDesk 705 G3 SFF Business PC;Desktop;AMD;A12-9800;Windows 10;3,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2329314;HP;HP ProDesk 600 G3 MT Business PC ();ProDesk 600 G3 MT Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Hard Disk Drive
2329235;HP;HP RP5 Retail System, Model 5810 ();HP RP5 Retail System, Model 5810;Desktop;Intel;Core i7;Windows 8;3,1;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329234;HP;HP ProDesk 600 G3 PCI MT Business PC ();ProDesk 600 G3 PCI MT Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Hard Disk Drive
2329233;HP;HP EliteDesk 705 G3 Desktop Mini ();EliteDesk 705 G3 Desktop Mini;Desktop;AMD;A10-9700E;Windows 10;3;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329229;HP;HP ProDesk 600 G3 SFF Business PC ();ProDesk 600 G3 SFF Business PC;Desktop;Intel;Core i5;Windows 10;3,3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329228;HP;HP RP9 G1 AiO Retail System, Model 9015 ();RP9 G1 AiO Retail System, Model 9015;Integrated Desktop;Intel;i3-6100;Windows 7;3,7;2;32;Yes;Yes;Yes;Yes;1;32;1,05;103,3;2;Conventional;Solid State Drive
2329227;HP;HP 280 G3 MT Business PC ();280 G3 MT Business PC;Desktop;Intel;Core i5;Windows 10;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329226;HP;HP Chromebox G2 ;G2;Desktop;Intel;i7-8650U;Chrome OS;1,9;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Solid State Drive
2329224;Lenovo;ideacentre AIO 520-24IKL;F0D1;Integrated Desktop;Intel;i7-7700T;Windows 7,Windows 8,, Windows Vista, Windows 8.1, Windows 10,;2,9;4;16;Yes;Yes;Yes;Yes;1;16;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2329223;ASUS;V272U Series;V272U;Integrated Desktop;Intel;Core i7;Windows 10;1,8;4;16;Yes;Yes;Yes;Yes;1;16;2,07;310,47;2;Conventional;Solid State Drive,Hard Disk Drive
2329222;ASUS;V241IC Series;V241IC;Integrated Desktop;Intel;Core i7;Windows 10;1,8;4;4;Yes;Yes;Yes;Yes;1;4;2,07;242,18;1;Conventional;Hard Disk Drive
2329221;Acer;D18W6;Veriton Z4660G;Integrated Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329218;HP;HP RP9 G1 AiO Retail System, Model 9118 ();RP9 G1 AiO Retail System, Model 9118;Integrated Desktop;Intel;i5-7600;Windows 10;3,5;4;32;Yes;Yes;Yes;Yes;1;32;1,05;146,2;3;Conventional;Solid State Drive,Hard Disk Drive
2329159;Lenovo;ideacentre AIO 520-24AST;F0D3;Integrated Desktop;AMD;A12-9720P;Windows 10;2,7;4;16;Yes;Yes;Yes;Yes;1;16;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2329154;Fujitsu;ESPRIMO G558;ESPRIMO G558;Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329153;Fujitsu;CELSIUS W580;CELSIUS W580;Desktop;Intel;Xeon;Windows 10;3,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;5;Conventional;Solid State Drive,Hard Disk Drive
2329138;DELL;W20C;Inspiron 24-5477;Integrated Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2329137;Acer;D18Q1;CXI3;Desktop;Intel;Core  i7-8550U;Chrome OS;1,8;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Other
2329136;HP;HP Pavilion Desktop 570 ();570-p;Desktop;Intel;i7-7700;Windows 10;3,6;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329135;HP;HP Slimline Desktop PC 270 ();270-p;Desktop;Intel;i7-7700;Windows 10;3,6;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329133;HP;HP ENVY Desktop PC 795 ();795;Desktop;Intel;i5-8400;Windows 10;2,8;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2329132;HP;HP Slim Desktop PC 290 ();290-p;Desktop;Intel;i7-8700;Windows 10;3,2;6;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2329131;HP;HP Pavilion Desktop PC 590 ();590-p;Desktop;AMD;PRO A12-9800;Windows 10;3,8;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328977;HP;HP Pavilion Desktop 510 ();510-p;Desktop;AMD;A8-9600;Windows 10;3,1;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2328975;HP;HP Desktop Pro G2 ();Desktop Pro G2;Desktop;Intel;Core i5;Windows 10;3;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328973;HP;HP Desktop PC 190 ;190;Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328971;HP;HP Desktop Pro A G2 ();Desktop Pro A G2;Desktop;AMD;Ryzen 5;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328968;HP;HP EliteDesk 800 G2 DM 65W Business PC;HP EliteDesk 800 G2 DM 65W Business PC ();Desktop;Intel;Core i5;Windows 10;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328965;ASUS;PN61 Series;PN61;Desktop;Intel;Core i7;Windows 10;1,8;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;Conventional;Solid State Drive
2328964;Acer;Aspire TC-885G;TC-885G;Desktop;Intel;Core i7-8700;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328962;DELL;W19C;OptiPlex 7460 AIO;Integrated Desktop;Intel;Core i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328961;DELL;W20B;OptiPlex 5260 AIO;Integrated Desktop;Intel;Core i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;2,07;197,6;2;Conventional;Solid State Drive,Hard Disk Drive
2328960;DELL;W11C;OptiPlex 7450 AIO;Integrated Desktop;Intel;Core i7-7700;Linux, Windows 7, Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;8,29;242,13;2;Conventional;Solid State Drive,Hard Disk Drive
2328958;DELL;W14B;OptiPlex 5250 AIO;Integrated Desktop;Intel;Core i7-7700;Windows 7, Windows 10,Ubuntu;3,6;4;32;Yes;Yes;Yes;Yes;1;32;2,07;197,6;2;Conventional;Solid State Drive,Hard Disk Drive
2328956;DELL;W17C;OptiPlex 7760 AIO;Integrated Desktop;Intel;Core i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;8,29;310,47;2;Conventional;Solid State Drive,Hard Disk Drive
2328946;DELL;D10U;OptiPlex 7050 Micro;Desktop;Intel;Core i7-7700;Windows 7,Linux,Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328942;DELL;W13C;XPS 7760;Integrated Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;8,29;310,47;3;Conventional;Solid State Drive,Hard Disk Drive,Other
2328939;DELL;W18B;OptiPlex 3050 AIO;Integrated Desktop;Intel;Core i7-7700;Windows 7,Linux,Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;1,44;158,96;2;Conventional;Solid State Drive,Hard Disk Drive
2328929;DELL;W18C;Inspiron 27-7777;Integrated Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;8,29;310,47;2;Conventional;Solid State Drive,Hard Disk Drive
2328928;HP;HP RP9 G1 AiO Retail System, Model 9018 ();RP9 G1 AiO Retail System, Model 9018;Integrated Desktop;Intel;i3-6100;Windows 7;3,7;2;32;Yes;Yes;Yes;Yes;1;32;1,05;146,4;2;Conventional;Solid State Drive
2328927;HP;RP9 G1 AiO Retail System, Model 9115 ();RP9 G1 AiO Retail System, Model 9115;Integrated Desktop;Intel;i5-7600;Windows 10;3,5;4;32;Yes;Yes;Yes;Yes;1;32;1,05;103,4;3;Conventional;Solid State Drive,Hard Disk Drive
2328926;HP;HP EliteDesk 800 G3 TWR Business PC ();EliteDesk 800 G3 TWR Business PC;Desktop;Intel;Core i7;Windows 10;4,2;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328925;HP;HP EliteDesk 800 G3 SFF Business PC ();EliteDesk 800 G3 SFF Business PC;Desktop;Intel;Core i7;Windows 10;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328788;HP;HP Pavilion 27 All-in-One PC;27;Integrated Desktop;Intel;i7-6700T;Windows 10;2,8;4;16;Yes;Yes;Yes;Yes;1;16;3,69;310,5;1;Conventional;Hard Disk Drive
2328763;HP;HP Pavilion Desktop 510 ();510-a;Desktop;AMD;A8-7410;Windows 10;2,2;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2328696;DELL;W15C;Inspiron 24-5475;Integrated Desktop;AMD;A12-9800E;Windows 10,Ubuntu;3,1;4;32;Yes;Yes;No;No;1;32;2,07;23,8;1;Conventional;Hard Disk Drive
2328683;HP;HP EliteDesk 800 G3 Desktop Mini ();EliteDesk 800 G3 Desktop Mini;Desktop;Intel;i5-6500;Windows 7;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328666;HP;HP ProDesk 600 G3 Desktop Mini ();ProDesk 600 G3 Desktop Mini;Desktop;Intel;i7-6700T;Windows 7;2,8;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Hard Disk Drive
2328659;Acer;D18E1;Veriton S6660G;Desktop;Intel;Core i7-8700;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328652;Acer;VM5E1;VM4660G;Desktop;Intel;Core i7-8700;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;5;Conventional;Solid State Drive,Hard Disk Drive
2328583;HP;HP 20 All-in-One PC;20;Integrated Desktop;AMD;30/06/7811;Windows 10;2,2;4;8;Yes;Yes;Yes;Yes;1;8;2,07;160,89;1;Conventional;Hard Disk Drive
2328582;HP;HP 22 All-in-One PC;22;Integrated Desktop;AMD;30/06/7811;Windows 10;2,2;4;8;Yes;Yes;Yes;Yes;1;8;2,07;197,6;1;Conventional;Hard Disk Drive
2328540;HP;HP Slice Rigel ();Slice Rigel;Integrated Desktop;Intel;Core i5;Windows 10;2,7;4;8;Yes;Yes;Yes;Yes;1;8;1,38;69,83;1;Conventional;Solid State Drive
2328484;DELL;D13M;Dell Precision Tower 3620;Desktop;Intel;Core i5;NA;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;Hard Disk Drive
2328483;DELL;D11S;Dell Precision Tower 3420;Desktop;Intel;Core i5;NA;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2328463;Lenovo;ideacentre 510S-15IKL;90GB;Desktop;Intel;I7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328462;Lenovo;ideacentre 510A-15IKL;90GV;Desktop;Intel;I7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328457;Lenovo;ideacentre 510-15IKL;90G8;Desktop;Intel;I7-7700;NA;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2328453;ASUS;Z272S Series;Z272S;Integrated Desktop;Intel;Core i7;Windows 10;2,4;6;NA;Yes;Yes;Yes;Yes;1;NA;8,29;310,47;2;Conventional;Solid State Drive,Hard Disk Drive
2328450;HP;HP EliteOne 1000 G1 23.8-in Touch AiO ();EliteOne 1000 G1 23.8-in Touch AiO;Integrated Desktop;Intel;i7-7700;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Other
2328449;HP;HP Pavilion 24 All-in-One PC;24;Integrated Desktop;Intel;i7-6700T;Windows 10;2,8;4;16;Yes;Yes;Yes;Yes;1;16;2,07;240,95;1;Conventional;Hard Disk Drive
2328444;HP;HP 24 All-in-One PC;24;Integrated Desktop;AMD;A8-7410;Windows 10;2,2;4;8;Yes;Yes;Yes;Yes;1;8;2,07;242,18;1;Conventional;Hard Disk Drive
2328443;ASUS;VC66-C Series;VC66-C;Desktop;Intel;Core i7;Windows 10 Pro;3,2;6;8;Yes;Yes;Yes;Yes;1;8;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2328442;EXO S.A.;AIO EXO READY H;AIO EXO READY H;Integrated Desktop;Intel;Core i5;Windows 10;3;4;8;Yes;Yes;No;No;1;8;2,07;240,55;1;Conventional;Hard Disk Drive
2328440;HP;HP ProOne 400 G4 20.0-in Non-Touch GPU AiO PC ();ProOne 400 G4 20.0-in Non-Touch GPU AiO PC;Integrated Desktop;Intel;i5-8600T;Windows 10;2,3;6;32;Yes;Yes;No;No;1;32;1,44;171;2;Conventional;Solid State Drive,Hard Disk Drive
2328437;HP;HP ProOne 400 G4 23.8-in Non-Touch GPU AiO PC ();ProOne 400 G4 23.8-in Non-Touch GPU AiO PC;Integrated Desktop;Intel;i5-8600T;Windows 10;2,3;6;32;Yes;Yes;No;No;1;32;2,07;242,6;2;Conventional;Solid State Drive,Hard Disk Drive
2328436;HP;HP ProOne 600 G4 21.5-in Touch GPU All-in-One PC ();ProOne 600 G4 21.5-in Touch GPU All-in-One PC;Integrated Desktop;Intel;i5-8600T;Windows 10;2,3;6;32;Yes;Yes;No;No;1;32;2,07;197,7;2;Conventional;Solid State Drive,Hard Disk Drive
2328435;HP;HP EliteOne 1000 G1 27-in 4K UHD AiO ();EliteOne 1000 G1 27-in 4K UHD AiO;Integrated Desktop;Intel;i7-7700;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;8,29;310,47;2;Conventional;Solid State Drive,Other
2328380;Lenovo;ThinkCentreM810z;10NX;Integrated Desktop;Intel;i7-7700;Windows 10;3,6;4;32;Yes;Yes;No;No;1;32;2,07;225,4;2;NA;Hard Disk Drive
2328375;HP;HP EliteDesk 705 G4 35W Desktop Mini GPU PC ();EliteDesk 705 G4 35W Desktop Mini GPU PC;Desktop;AMD;PRO A10-9700E;Windows 10;3;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;NA;Solid State Drive
2328374;HP;HP EliteOne 800 G4 23.8-in Touch GPU All-in-One PC ();EliteOne 800 G4 23.8-in Touch GPU All-in-One PC;Integrated Desktop;Intel;i5-8600;Windows 10;3,1;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328368;HP;HP EliteOne 1000 G2 Base PC ();EliteOne 1000 G2 Base PC;Desktop;Intel;i3-8300T;Windows 10;3,2;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Solid State Drive
2328367;HP;HP EliteOne 1000 G2 34-in Curved All-in-One PC ();EliteOne 1000 G2 34-in Curved All-in-One PC;Integrated Desktop;Intel;i7-8700T;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;4,95;415,05;1;Conventional;Solid State Drive
2328366;HP;HP EliteOne 1000 G2 27-in 4K UHD All-in-One PC ();EliteOne 1000 G2 27-in 4K UHD All-in-One PC;Integrated Desktop;Intel;i3-8300T;Windows 10;3,2;4;32;Yes;Yes;Yes;Yes;1;32;8,29;310,47;1;Conventional;Solid State Drive
2328349;Lenovo;ThinkCentre M820z;10SC;Integrated Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;No;No;1;32;NA;NA;2;NA;Solid State Drive,Hard Disk Drive,Other
2328289;HP;HP ProDesk 400 G4 Desktop Mini PC ();ProDesk 400 G4 Desktop Mini PC;Desktop;Intel;Pentium Gold G5600;Windows 10;3,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Other
2328267;HP;HP ProDesk 600 G4 Desktop Mini PC ();ProDesk 600 G4 Desktop Mini PC;Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Other
2328266;HP;HP ProDesk 400 G5 MT ();ProDesk 400 G5 MT;Desktop;Intel;Pentium;Windows 10;3,9;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Hard Disk Drive
2328265;HP;HP EliteOne 1000 G2 23.8-in Touch All-in-One PC ();EliteOne 1000 G2 23.8-in Touch All-in-One PC;Integrated Desktop;Intel;i3-8300T;Windows 10;3,2;4;32;Yes;Yes;Yes;Yes;1;32;2,07;242,18;1;Conventional;Solid State Drive
2328264;HP;HP ProDesk 600 G4 PCI MT ();ProDesk 600 G4 PCI MT;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;No;No;1;64;NA;NA;3;NA;Solid State Drive,Hard Disk Drive
2328225;HP;HP ProDesk 600 G4 MT ();ProDesk 600 G4 MT;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;No;No;1;64;NA;NA;3;NA;Solid State Drive,Hard Disk Drive
2328223;HP;HP Z2 Mini G3 Workstation ;Z2 Mini G3;Desktop;Intel;Core i7;Windows 10;3,4;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Solid State Drive,Hard Disk Drive
2328222;HP;HP EliteDesk 705 G4 MT ();EliteDesk 705 G4 MT;Desktop;AMD;A10-9700;Windows 10;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;3;NA;Solid State Drive,Hard Disk Drive
2328220;HP;HP EliteDesk 800 G4 SFF();EliteDesk 800 G4 SFF;Desktop;Intel;Core i7;Windows 10;3,7;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;NA;Hard Disk Drive
2328214;Acer;D18W1;Veriton S2660G;Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;NA;Solid State Drive,Hard Disk Drive
2328213;Lenovo;Lenovo V330-20ICB AIO;10UK;Integrated Desktop;Intel;i7-8700;Windows 10;3,2;6;32;Yes;Yes;No;No;1;32;1,44;19,5;2;NA;Solid State Drive,Hard Disk Drive
2328212;HP;HP EliteDesk 800 G4 TWR ();EliteDesk 800 G4 TWR;Desktop;Intel;Core i7;Windows 10;3,7;6;64;Yes;Yes;No;No;1;64;NA;NA;3;NA;Hard Disk Drive
2328211;Lenovo;Lenovo Legion C530-19ICB;90JX;Desktop;Intel;i7-8700;Windows 10;3,2;6;NA;Yes;Yes;No;No;1;NA;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328209;Lenovo;ideacentre AIO 520-27ICB;F0DE;Integrated Desktop;Intel;i7-8700T;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;3,69;310,47;2;NA;Solid State Drive,Hard Disk Drive
2328195;HP;HP Engage Flex Pro-C ();Engage Flex Pro-C;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;2;64;NA;NA;2;NA;Hard Disk Drive
2328157;HP;HP Engage Flex Pro ();Engage Flex Pro;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;2;64;NA;NA;2;Conventional;Hard Disk Drive
2328105;HP;HP EliteDesk 800 G4 35W Desktop Mini GPU PC (;EliteDesk 800 G4 35W Desktop Mini GPU PC;Desktop;Intel;i7-8700K;Windows 10;3,7;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Solid State Drive
2328024;Lenovo;ideacentre AIO 520-24ICB;F0DJ;Integrated Desktop;Intel;i7-8700T;Windows 10;2,4;6;16;Yes;Yes;Yes;Yes;1;16;2,07;242,18;2;Conventional;Solid State Drive,Hard Disk Drive
2328023;Acer;D18W3;Veriton N6660G;Desktop;Intel;G5400;Windows 10;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2328021;Lenovo;ideacentre AIO 520-22ICB;F0DT;Integrated Desktop;Intel;i5-8400T;Windows 10;1,7;6;16;Yes;Yes;Yes;Yes;1;16;2,07;197,6;2;Conventional;Solid State Drive,Hard Disk Drive
2328005;Lenovo;ThinkCentre M725s;10VT;Desktop;AMD;A10-9700;NA;3,5;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2328004;Lenovo;Lenovo V530-15ICB Desktop;10TV;Desktop;Intel;G5400;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2328002;Lenovo;ideacentre 720-18APR;90HY;Desktop;AMD;NA;NA;3,5;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;NA
2328001;Lenovo;ideacentre 720-18ICB;90HT;Desktop;Intel;G5400;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2,33E+06;Lenovo;ideacentre 510A-15ICB;90HV;Desktop;Intel;G5400;NA;3,7;2;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;NA
2327999;Lenovo;ThinkCentre M920s;10SJ;Desktop;Intel;i3-8100;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327998;Lenovo;ThinkCentre M920t;10SF;Desktop;Intel;i3-8100;NA;3,6;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327997;Lenovo;ThinkCentre M720s;10ST;Desktop;Intel;i5-8400;NA;2,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327993;Lenovo;ThinkCentre M720t;10SQ;Desktop;Intel;i5-8400;NA;2,8;6;64;Yes;Yes;Yes;Yes;1;64;NA;NA;2;Conventional;NA
2327463;HP;HP Elite Slice ();Elite Slice, Regulatory Model Number: TPC-I021-DM;Desktop;Intel;Core i5;Windows 10;2,7;4;8;Yes;Yes;Yes;Yes;1;8;NA;NA;1;NA;Solid State Drive
2326862;CIARA;Horizon 8150;Horizon 8150;Desktop;AMD;Athlon;Windows 10 Pro;3,6;4;16;Yes;Yes;No;No;1;16;NA;NA;1;Conventional;Solid State Drive
2326861;CIARA;Horizon 8175;Horizon 8175;Desktop;Intel;Core i7;Windows 10 Pro;3,2;6;16;Yes;Yes;No;No;1;16;NA;NA;1;Conventional;Solid State Drive
2326860;CIARA;Horizon 8275;Horizon 8275;Desktop;Intel;Core i7;Windows 10 Pro;3,2;6;16;Yes;Yes;No;No;1;16;NA;NA;1;Conventional;Solid State Drive
2326493;Lenovo;ThinkCentre M910t;10MM;Desktop;Intel;Core i5;Windows 10;3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326492;Lenovo;ThinkCentre M910s;10MK;Desktop;Intel;Core i5;Windows 10;3;4;64;Yes;Yes;Yes;Yes;1;64;NA;NA;1;Conventional;Hard Disk Drive
2326491;Lenovo;Lenovo V520S-08IKL Desktop;10NM;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2326490;Lenovo;Lenovo V520-15IKL Desktop;10NK;Desktop;Intel;Core i7;Windows 10;3,6;4;32;Yes;Yes;Yes;Yes;1;32;NA;NA;1;Conventional;Hard Disk Drive
2326381;DELL;D10U;OptiPlex 7060 Micro;Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;NA;Solid State Drive,Hard Disk Drive
2326242;DELL;D10U;Wyse 7040;Desktop;Intel;I7-6700T;NA;2,8;4;16;Yes;Yes;Yes;Yes;1;16;NA;NA;1;Conventional;Hard Disk Drive
2326236;FUJITSU;ESPRIMO Q958;ESPRIMO Q958;Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2326233;Fujitsu;ESPRIMO Q558;ESPRIMO Q558;Desktop;Intel;Core i7;Windows 10;2,4;6;32;Yes;Yes;Yes;Yes;1;32;NA;NA;2;Conventional;Solid State Drive,Hard Disk Drive
2325912;Fujitsu;CELSIUS J580;CELSIUS J580;Desktop;Intel;Xeon;Windows 10;3,7;6;64;No;Yes;No;No;2;64;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
2325911;Fujitsu;ESPRIMO P958;ESPRIMO P958/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;Yes;Yes;Yes;Yes;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325906;Lenovo;ideacentre A340-24ICB;F0E6;Integrated Desktop;Intel;Core i5;Windows 10;1,7;6;32;Yes;Yes;Yes;Yes;1;32;2,07;242,04;2;Conventional;Solid State Drive,Hard Disk Drive
2325885;Fujitsu;ESPRIMO P758;ESPRIMO P758/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;64;No;Yes;No;No;2;64;NA;NA;4;Conventional;Solid State Drive,Hard Disk Drive
2325884;Fujitsu;ESPRIMO P558;ESPRIMO P558/E85+;Desktop;Intel;Core i7;Windows 10;3,2;6;32;No;Yes;No;No;2;32;NA;NA;3;Conventional;Solid State Drive,Hard Disk Drive
